Expected,Predicted_cc_full,Predicted_cc_small,Predicted_visual_coco,Predicted_vil_coco,Predicted_vqa,Predicted_votinglabel_3model,Predicted_votinglabel_5model,Predicted_votingmean_prob_5model,Predicted_votingsum_prob_5model,Predicted_votingmean_prob_3model,Predicted_votingsum_prob_3model
1,0.868241012,0.624307394,0.998864651,0.993314803,0.624697864,0.998864651,0.998864651,0.821885145,0.96153756,0.953473488,0.938245276
1,0.777490079,0.42884326,0.043127418,0.526278377,0.142837182,0.777490079,0.043127418,0.383715263,0.238150288,0.448965291,0.42404053
1,0.193549827,0.161871254,0.043856278,0.001042054,0.208131224,0.001042054,0.001042054,0.121690127,0.022245938,0.07948272,0.074254314
1,0.575073481,0.683558047,0.053752426,0.626765668,0.550613225,0.683558047,0.683558047,0.497952569,0.494881602,0.418530525,0.380172327
1,0.014720872,0.056023058,0.000581245,0.000140136,0.148665875,0.000140136,0.000140136,0.044026237,0.010356426,0.005147418,0.048840797
1,0.451152682,0.299404114,0.020080559,0.968217552,0.11586646,0.020080559,0.020080559,0.370944273,0.215758503,0.479816931,0.46976234
1,0.623002887,0.56011045,0.994658649,0.941036701,0.138360098,0.994658649,0.994658649,0.651433757,0.819703145,0.852899412,0.892582561
1,0.672896147,0.470534623,0.955594838,0.75123775,0.276103795,0.955594838,0.955594838,0.62527343,0.777772823,0.793242911,0.853141699
1,0.017728951,0.07107348,0.001523322,0.001353914,0.170569643,0.001353914,0.001353914,0.052449862,0.011256364,0.006868729,0.049322823
1,0.85064584,0.541807711,0.988356769,0.982879937,0.592354834,0.988356769,0.988356769,0.791209018,0.948440872,0.940627515,0.933625664
1,0.513676703,0.732064009,0.831302941,0.004454,0.271867096,0.831302941,0.831302941,0.47067295,0.427203383,0.449811215,0.425280606
1,0.270587325,0.235356852,0.10770154,0.002296665,0.147771627,0.002296665,0.002296665,0.152742802,0.030102797,0.126861843,0.096317423
1,0.011003229,0.021293588,0.000629105,0.000111433,0.144793823,0.000111433,0.000111433,0.035566236,0.009524312,0.003914589,0.048498312
1,0.972374558,0.912056029,0.998533249,0.999620914,0.82918793,0.999620914,0.999620914,0.942354536,0.988150453,0.990176241,0.949839132
1,0.470298678,0.399045855,0.038126532,0.671855509,0.141795173,0.038126532,0.038126532,0.344224349,0.17396881,0.393426906,0.345373464
1,0.416308999,0.476017058,0.946711481,0.000825372,0.11149279,0.000825372,0.000825372,0.39027114,0.250248274,0.454615284,0.4323405
1,0.436922431,0.232177809,0.136647552,0.035658475,0.35534361,0.035658475,0.035658475,0.239349975,0.068721245,0.203076153,0.144112699
1,0.012351774,0.202449501,0.000810752,0.000999641,0.113557242,0.000810752,0.000810752,0.066033782,0.012873056,0.004720722,0.048722
1,0.045079283,0.401201725,0.299441785,0.206410185,0.339713693,0.045079283,0.045079283,0.258369334,0.081937654,0.183643751,0.130319418
1,0.369631022,0.635932088,0.038698554,0.121149704,0.824996233,0.038698554,0.038698554,0.39808152,0.265186222,0.176493093,0.125533488
1,0.494825989,0.494587064,0.826315582,0.030482622,0.348518968,0.030482622,0.030482622,0.438946045,0.351936129,0.450541398,0.426351769
1,0.027235199,0.209387511,0.019269953,0.00324513,0.146161243,0.00324513,0.00324513,0.081059807,0.014929091,0.016583427,0.05212888
1,0.022299867,0.049720678,0.003695464,0.00017121,0.117377117,0.00017121,0.00017121,0.038652867,0.009819945,0.008722181,0.049846895
1,0.01350802,0.071429253,0.001336188,0.000118418,0.161451519,0.000118418,0.000118418,0.049568679,0.010940173,0.004987542,0.048796253
1,0.030357331,0.08488258,0.000838212,0.000440245,0.082054414,0.000440245,0.000440245,0.039714556,0.009923717,0.010545263,0.050367525
1,0.124585412,0.457125187,0.06206153,0.097796194,0.399583846,0.06206153,0.06206153,0.228230434,0.061937216,0.094814379,0.080830682
1,0.440749884,0.204897553,0.163584501,0.053502958,0.24187611,0.053502958,0.053502958,0.220922201,0.057824555,0.219279114,0.156523575
1,0.478050172,0.23234868,0.519461811,0.090896912,0.371652335,0.090896912,0.090896912,0.338481982,0.165870655,0.362802965,0.305088583
1,0.844216943,0.596383452,0.993596673,0.864961863,0.438408732,0.993596673,0.993596673,0.747513533,0.922380227,0.900925159,0.917249613
1,0.811321795,0.302426159,0.002678208,0.034183607,0.230480835,0.002678208,0.002678208,0.276218121,0.096405382,0.28272787,0.213554261
1,0.386605948,0.52884233,0.00080923,0.914908051,0.82799983,0.00080923,0.914908051,0.531833078,0.578917397,0.434107743,0.402429212
1,0.235534355,0.14935717,0.561962426,0.001319126,0.190374032,0.001319126,0.001319126,0.227709422,0.061635192,0.266271969,0.197440585
1,0.583774328,0.583811998,0.44384113,0.315647572,0.15987812,0.15987812,0.15987812,0.41739063,0.304471669,0.447754343,0.422267017
1,0.605307877,0.718205214,0.065625258,0.993065476,0.823961258,0.993065476,0.993065476,0.641233017,0.804133212,0.554666204,0.581271991
1,0.167715192,0.103156738,0.003630128,0.000664037,0.186642632,0.000664037,0.000664037,0.092361745,0.016685605,0.057336452,0.065621312
1,0.801552176,0.782362401,0.977048814,0.670693636,0.83011651,0.977048814,0.977048814,0.812354708,0.957853657,0.816431542,0.869731774
1,0.031160498,0.078389138,0.036304403,0.000134175,0.157578185,0.000134175,0.000134175,0.06071328,0.012214194,0.022533025,0.053921215
1,0.24817282,0.460829735,0.196657136,0.000278606,0.11517965,0.000278606,0.000278606,0.204223589,0.049370838,0.14836952,0.108149607
1,0.215799734,0.454590261,0.082140528,0.184012502,0.285360187,0.082140528,0.082140528,0.244380642,0.072011496,0.160650921,0.115465016
1,0.675911605,0.354507893,0.543951213,0.005257049,0.274737567,0.675911605,0.005257049,0.370873065,0.215638038,0.408373289,0.365920031
1,0.755938649,0.467592388,0.997066438,0.489008963,0.161395937,0.997066438,0.161395937,0.574200475,0.677434085,0.747338017,0.815180231
1,0.646940053,0.06575533,0.00360274,0.910408556,0.092130333,0.910408556,0.00360274,0.343767403,0.173313138,0.520317116,0.530437991
1,0.023774905,0.124704853,0.007143107,0.002264544,0.182641014,0.002264544,0.002264544,0.068105685,0.013139015,0.011060852,0.050515697
1,0.140782744,0.259240776,0.988689125,0.861251116,0.145826966,0.988689125,0.140782744,0.479158145,0.448083159,0.663574328,0.727395034
1,0.739273667,0.340242088,0.99906534,0.999078035,0.142483398,0.999078035,0.999078035,0.644028506,0.80849879,0.912472347,0.922358657
1,0.181050971,0.266750991,0.49616012,0.065902241,0.116024286,0.065902241,0.065902241,0.225177722,0.060187099,0.247704444,0.180380258
1,0.648646235,0.413490087,0.438047737,0.516216278,0.18473424,0.648646235,0.18473424,0.440226915,0.354863012,0.534303417,0.551274246
1,0.760635674,0.252086043,0.478906333,0.756147742,0.168673068,0.760635674,0.168673068,0.483289772,0.458321369,0.665229917,0.729360313
1,0.200573668,0.406614184,0.947931707,0.998172402,0.449352741,0.998172402,0.200573668,0.600528941,0.732097267,0.715559259,0.78471461
1,0.862427056,0.587549329,0.971208215,0.127838746,0.354918867,0.971208215,0.971208215,0.580788442,0.691658505,0.653824672,0.715642407
1,0.673019886,0.407986075,0.363314837,0.012389781,0.366527319,0.012389781,0.012389781,0.36464758,0.205294805,0.349574835,0.28852655
1,0.681615531,0.501097262,0.070614651,0.309161663,0.194458172,0.070614651,0.070614651,0.351389456,0.184506999,0.353797282,0.29375496
1,0.32729575,0.418180555,0.030724825,0.040678162,0.335226536,0.030724825,0.030724825,0.230421166,0.063222334,0.132899579,0.099517025
1,0.031556569,0.172188774,0.702730596,0.009888022,0.297195405,0.009888022,0.009888022,0.242711873,0.07090426,0.248058396,0.180694447
1,0.848123908,0.662291944,0.996932268,0.976746082,0.192285046,0.996932268,0.996932268,0.73527585,0.913153238,0.940600753,0.933615713
1,0.010726284,0.066031396,0.019317651,0.002424143,0.095405243,0.002424143,0.002424143,0.038780944,0.009832406,0.010822693,0.050447202
1,0.996573806,0.91050303,0.99912113,0.999709785,0.827786922,0.999709785,0.999709785,0.946738935,0.988652992,0.99846824,0.952157197
1,0.09680789,0.125262409,0.007058309,0.000142154,0.08801531,0.000142154,0.000142154,0.063457215,0.012549719,0.034669451,0.057758924
1,0.28960222,0.541995525,0.945993841,0.980401814,0.789028883,0.980401814,0.980401814,0.709404457,0.890322993,0.738665958,0.807212086
1,0.595048428,0.318157166,0.034155708,0.092893526,0.157204017,0.034155708,0.034155708,0.239491769,0.068812047,0.24069922,0.174249473
1,0.062806495,0.078104205,0.005655351,0.000244121,0.13639906,0.000244121,0.000244121,0.056641846,0.011732606,0.022901989,0.05403426
1,0.143232882,0.359497964,0.003486511,0.013769172,0.120667115,0.003486511,0.003486511,0.128130729,0.023690796,0.053496188,0.064222575
1,0.68171978,0.393165946,0.085601531,0.260669678,0.211616367,0.085601531,0.085601531,0.32655466,0.150018828,0.342663663,0.280089436
1,0.599551558,0.710823059,0.482495368,0.632723331,0.118154958,0.710823059,0.710823059,0.508749655,0.521860193,0.571590086,0.605763942
1,0.664661646,0.823683262,0.997617006,0.977293909,0.341822028,0.997617006,0.997617006,0.76101557,0.93151233,0.87985752,0.907135056
1,0.446990967,0.827958763,0.994091928,0.780889452,0.826386094,0.994091928,0.994091928,0.775263441,0.940061959,0.740657449,0.809064767
1,0.377638996,0.351869911,0.197836414,0.38750869,0.138928026,0.138928026,0.138928026,0.290756407,0.109834186,0.3209947,0.254637104
1,0.992919385,0.762199879,0.998863816,0.999846935,0.822785735,0.999846935,0.999846935,0.91532315,0.98452954,0.997210046,0.951812127
1,0.528763711,0.367562264,0.976011634,0.093586817,0.121219508,0.976011634,0.093586817,0.417428787,0.30455248,0.532787388,0.549023082
1,0.968067408,0.870117664,0.862215102,0.636844456,0.47148028,0.968067408,0.968067408,0.761744982,0.931976212,0.822375655,0.873719519
1,0.01031429,0.068728305,0.000657421,9.40E-05,0.169544712,9.39586E-05,9.39586E-05,0.049867738,0.01097258,0.003688557,0.048435767
1,0.30785799,0.469956219,0.086311661,0.006908024,0.22642073,0.006908024,0.006908024,0.219490925,0.0570497,0.133692558,0.099944207
1,0.535176575,0.297110438,0.000747497,0.000136811,0.12426395,0.000136811,0.000136811,0.191487054,0.043724835,0.178686961,0.126985614
1,0.024375753,0.308825046,0.012563293,0.051354699,0.811451197,0.012563293,0.012563293,0.241713998,0.0702497,0.029431248,0.056072043
1,0.27688095,0.428335756,0.634581447,0.490652889,0.394702345,0.27688095,0.27688095,0.445030677,0.365935586,0.467371762,0.451213358
1,0.24747847,0.58250761,0.666590512,0.687314332,0.833249927,0.833249927,0.833249927,0.60342817,0.73774515,0.533794438,0.550518689
1,0.820655882,0.280663103,0.023507699,0.150325716,0.269620806,0.023507699,0.023507699,0.308954641,0.128929902,0.331496432,0.266780008
1,0.034177762,0.188700676,0.002145883,0.002598495,0.187420174,0.002145883,0.002145883,0.083008598,0.01521841,0.012974046,0.051069131
1,0.393742591,0.508400321,0.002009917,0.001214307,0.438159049,0.001214307,0.001214307,0.268705237,0.090056306,0.132322272,0.099207048
1,0.655364811,0.293871701,0.122439496,0.138928294,0.252072871,0.122439496,0.122439496,0.292535435,0.111585663,0.305577534,0.237481907
1,0.467569172,0.680629015,0.044390574,0.12828964,0.206485599,0.044390574,0.044390574,0.3054728,0.125069814,0.213416462,0.15193542
1,0.300441891,0.039051529,0.000629172,0.001550868,0.142137915,0.000629172,0.000629172,0.096762275,0.017423176,0.100873977,0.083573442
1,0.140799046,0.162420332,0.094082318,0.000119477,0.189097539,0.000119477,0.000119477,0.117303742,0.021311583,0.078333613,0.073781761
1,0.571896315,0.213190645,0.022158492,0.320166707,0.216565669,0.022158492,0.022158492,0.268795566,0.090130354,0.304740505,0.23657367
1,0.667027235,0.314436227,0.609431803,0.976243198,0.129471883,0.976243198,0.976243198,0.539322069,0.597057775,0.750900745,0.818379151
1,0.821451366,0.417443484,0.822330296,0.583607614,0.170645803,0.822330296,0.822330296,0.563095713,0.652706456,0.742463092,0.810732769
1,0.866578639,0.623809338,0.980542898,0.995339274,0.53000015,0.995339274,0.995339274,0.79925406,0.952235996,0.947486937,0.936131018
1,0.339504093,0.658466816,0.998945415,0.0107876,0.826066136,0.0107876,0.998945415,0.566754012,0.660952132,0.449745703,0.425184535
1,0.179380938,0.076485902,0.111711144,0.885330737,0.212235063,0.076485902,0.076485902,0.293028757,0.112075653,0.39214094,0.343631082
1,0.045758635,0.200863868,0.000619547,0.00194194,0.187395632,0.000619547,0.000619547,0.087315924,0.015877603,0.016106707,0.051987728
1,0.222565591,0.711700201,0.695532978,0.004638298,0.369391501,0.004638298,0.004638298,0.400765714,0.270449567,0.307578956,0.239663314
1,0.082832217,0.734208584,0.014715471,0.012826912,0.798877299,0.012826912,0.012826912,0.328692097,0.152764777,0.036791534,0.058455777
1,0.143304273,0.192910001,0.046332169,0.003123874,0.147043556,0.003123874,0.003123874,0.106542775,0.019179034,0.064253439,0.068212347
1,0.108319588,0.528271794,0.027529301,0.000565975,0.132508203,0.000565975,0.000565975,0.159438972,0.032120589,0.045471621,0.061389011
1,0.43481186,0.625163734,0.002349696,0.002268202,0.825409293,0.002268202,0.002268202,0.378000557,0.227937431,0.146476586,0.107058994
1,0.69648999,0.685003817,0.998932183,0.993209541,0.461452156,0.998932183,0.998932183,0.767017537,0.935243653,0.896210571,0.915077014
1,0.037972346,0.154721767,0.018576134,0.000356193,0.160864189,0.000356193,0.000356193,0.074498126,0.013994207,0.018968224,0.052840445
1,0.991086781,0.863417089,0.234499305,0.999099731,0.828980863,0.999099731,0.999099731,0.783416754,0.944494489,0.741561939,0.809901709
1,0.384150416,0.252859116,0.929295778,0.000160698,0.143946141,0.000160698,0.000160698,0.34208243,0.170912254,0.437868964,0.407867945
1,0.450845331,0.39317444,0.751882255,0.072839499,0.174331501,0.072839499,0.072839499,0.368614605,0.211842654,0.425189028,0.389630459
1,0.963916183,0.679246306,0.998991072,0.998228252,0.44504714,0.998991072,0.998991072,0.817085791,0.95972276,0.987045169,0.948936456
1,0.696949601,0.383302271,0.966923296,0.907589674,0.243688092,0.966923296,0.966923296,0.639690587,0.801692438,0.857154191,0.895005805
1,0.058191057,0.103923798,0.905361593,0.065191127,0.163164541,0.058191057,0.058191057,0.259166423,0.082539257,0.342914592,0.28039312
1,0.74945724,0.349357843,0.996433616,0.792901933,0.406466395,0.996433616,0.996433616,0.658923405,0.830508313,0.846264263,0.888705451
1,0.920826197,0.390525848,0.01113854,0.999905109,0.131682456,0.999905109,0.01113854,0.49081563,0.477055201,0.643956615,0.70344139
1,0.431680828,0.139775842,0.954030156,0.000823807,0.132347926,0.000823807,0.000823807,0.331731712,0.156740538,0.462178264,0.443509614
1,0.057034764,0.168123409,0.289263099,0.001549945,0.121293969,0.001549945,0.001549945,0.127453037,0.023534554,0.11594927,0.090767101
1,0.010093451,0.017147738,0.001275889,0.001403027,0.093086809,0.001275889,0.001275889,0.024601383,0.008543654,0.004257456,0.048593332
1,0.30528599,0.371306509,0.093145572,0.070554309,0.247931764,0.070554309,0.070554309,0.217644829,0.056064675,0.156328623,0.112842623
1,0.040147644,0.097308867,0.020963896,0.001813044,0.123753965,0.001813044,0.001813044,0.056797483,0.011750665,0.020974861,0.053446273
1,0.257182717,0.718386173,0.054978751,0.171436965,0.827476323,0.054978751,0.054978751,0.405892186,0.280682615,0.161199478,0.115801596
1,0.553648114,0.154571787,0.000824546,0.000237625,0.185222,0.000237625,0.000237625,0.178900814,0.038754169,0.184903429,0.131178417
1,0.039841324,0.122268081,0.002374008,0.002010284,0.139451087,0.002010284,0.002010284,0.061188957,0.012271717,0.014741872,0.05158561
1,0.690608561,0.277995318,0.010480296,0.009093108,0.218562543,0.009093108,0.009093108,0.241347965,0.070011002,0.236727322,0.170847029
1,0.198891282,0.293510228,0.010818296,0.596654654,0.398453802,0.010818296,0.010818296,0.299665652,0.118852325,0.268788077,0.199843698
1,0.115550101,0.153336287,0.002263305,0.000995576,0.162326992,0.000995576,0.000995576,0.086894452,0.01581188,0.039602994,0.059391157
1,0.386524349,0.195082694,0.184996501,6.27E-05,0.445847332,6.26734E-05,6.26734E-05,0.24250271,0.070766594,0.190527841,0.135072624
1,0.920683205,0.444401979,0.98581773,0.999928474,0.132489666,0.999928474,0.999928474,0.696664211,0.877249985,0.968809803,0.943366748
1,0.049909234,0.083472669,0.080785446,0.000263404,0.123935312,0.000263404,0.000263404,0.067673213,0.013083057,0.043652694,0.060763169
1,0.251138866,0.302347481,0.116556481,0.000128828,0.110118113,0.000128828,0.000128828,0.156057954,0.031085935,0.122608058,0.09411869
1,0.634372652,0.708134174,0.991927505,0.984008551,0.793369532,0.991927505,0.991927505,0.822362483,0.961713706,0.870102902,0.902085744
1,0.825311184,0.743754566,0.973732471,0.901171565,0.172420874,0.973732471,0.973732471,0.723278132,0.903154903,0.90007174,0.916860121
1,0.571714282,0.474264681,0.049010869,0.999159694,0.126563817,0.999159694,0.049010869,0.444142669,0.363877632,0.539961615,0.559656892
1,0.009120327,0.036824647,0.000753302,0.034677163,0.110825375,0.000753302,0.000753302,0.038440163,0.009799284,0.014850264,0.051617438
1,0.050050601,0.181527093,0.790777266,0.000387543,0.115500234,0.000387543,0.000387543,0.227648547,0.061599994,0.280405137,0.211223003
1,0.00847736,0.104484148,0.000453781,4.63E-05,0.127362296,4.62778E-05,4.62778E-05,0.048164773,0.010789302,0.002992473,0.048243636
1,0.161874279,0.173051268,0.001535742,0.004483781,0.828117728,0.001535742,0.001535742,0.23381256,0.065260898,0.055964601,0.065118421
1,0.479500115,0.153820306,0.499260932,0.010516506,0.519599915,0.010516506,0.010516506,0.332539555,0.157811251,0.329759184,0.264746048
1,0.576700866,0.513246715,0.977806985,0.986889839,0.374571592,0.986889839,0.986889839,0.685843199,0.86511408,0.847132564,0.889219701
1,0.507286251,0.435916632,0.478845656,0.0162735,0.197054446,0.0162735,0.0162735,0.327075297,0.150683918,0.334135136,0.269888336
1,0.021128058,0.675960779,0.877731562,0.898599327,0.450501293,0.898599327,0.898599327,0.584784204,0.700114265,0.599152982,0.644492742
1,0.157790154,0.342280179,0.002391528,0.00564574,0.159280017,0.002391528,0.002391528,0.133477524,0.024959494,0.055275808,0.064867278
1,0.189321235,0.124976687,0.293430895,0.009823899,0.164669245,0.009823899,0.009823899,0.156444392,0.03120254,0.164192009,0.117652776
1,0.222116977,0.591195524,0.445786953,0.00214181,0.822464228,0.00214181,0.00214181,0.416741098,0.303097915,0.22334858,0.159774277
1,0.857409477,0.623004198,0.997208893,0.908024549,0.432253689,0.997208893,0.997208893,0.763580161,0.933130469,0.920880973,0.92589555
1,0.941494346,0.506842256,0.995706379,0.970739543,0.515427232,0.995706379,0.995706379,0.786041951,0.945854788,0.969313423,0.94352797
1,0.035539322,0.210465789,0.598460197,0.24046737,0.106932931,0.035539322,0.035539322,0.238373122,0.0680987,0.291488963,0.222515625
1,0.921650231,0.611676157,0.994929075,0.990643442,0.605755508,0.994929075,0.994929075,0.824930882,0.962648268,0.969074249,0.943451458
1,0.015863894,0.076210789,0.049982656,0.000271084,0.082286961,0.000271084,0.000271084,0.044923077,0.01044875,0.022039211,0.053770267
1,0.725903153,0.327639461,0.965899825,0.225645319,0.141512766,0.965899825,0.141512766,0.477320105,0.443542061,0.639149432,0.697389292
1,0.011081766,0.149087533,0.018080309,0.002447323,0.103936106,0.002447323,0.002447323,0.056926608,0.011765669,0.010536466,0.050365
1,0.066374637,0.078443758,0.011089937,0.000846333,0.161259443,0.000846333,0.000846333,0.063602822,0.012567776,0.026103636,0.055024618
1,0.496410728,0.202874005,0.003821306,0.002378773,0.172555923,0.002378773,0.002378773,0.175608147,0.037546032,0.167536936,0.119752249
1,0.134225056,0.745060444,0.123742625,0.000177276,0.262113899,0.000177276,0.000177276,0.25306386,0.078034167,0.086048319,0.077008083
1,0.48569122,0.724938691,0.993869543,0.06562268,0.822982073,0.06562268,0.993869543,0.618620841,0.766062256,0.515061148,0.52257636
1,0.080865927,0.071244709,0.024843067,0.004056013,0.157729641,0.004056013,0.004056013,0.067747871,0.0130927,0.036588336,0.058388711
1,0.244643897,0.359721303,0.981916368,0.007655826,0.099084392,0.007655826,0.007655826,0.338604357,0.16604004,0.411405364,0.370151294
1,0.663339376,0.58547616,0.987855971,0.711729586,0.24203293,0.987855971,0.987855971,0.638086805,0.799130376,0.787641644,0.848880803
1,0.043774627,0.045042481,0.004828819,1.91E-05,0.172092646,1.9113E-05,1.9113E-05,0.053151537,0.011334727,0.01620752,0.052017547
1,0.497438192,0.064471006,0.002510864,0.018196879,0.086862996,0.002510864,0.002510864,0.133895988,0.025061536,0.172715312,0.123066303
1,0.412785828,0.248125151,0.003613762,0.017051775,0.211122707,0.003613762,0.003613762,0.178539844,0.038619923,0.144483788,0.105921316
1,0.927094638,0.682476342,0.996532202,0.9819327,0.810912371,0.996532202,0.996532202,0.87978965,0.978073664,0.968519847,0.943273729
1,0.61122328,0.270682663,0.71898365,0.89575994,0.2168957,0.89575994,0.89575994,0.542709047,0.605178685,0.741988957,0.81029586
1,0.066097125,0.095296711,0.001356831,0.002940709,0.152658448,0.001356831,0.001356831,0.063669965,0.012576111,0.023464889,0.054207154
1,0.309415251,0.377563238,0.005866698,0.000101344,0.200699717,0.000101344,0.000101344,0.17872925,0.038690307,0.105127764,0.085549091
1,0.010012446,0.041058056,0.024916504,0.079179324,0.136194259,0.010012446,0.010012446,0.058272118,0.011923147,0.038036091,0.058868128
1,0.840843022,0.212952182,0.93070358,0.852737486,0.354448467,0.93070358,0.93070358,0.638336948,0.799531608,0.874761363,0.904526957
1,0.596797824,0.203595668,0.205282256,0.921643972,0.119932413,0.921643972,0.119932413,0.409450427,0.287922433,0.574574684,0.610032327
1,0.393331975,0.345339358,0.107265137,0.117064074,0.621932566,0.107265137,0.107265137,0.316986622,0.138222337,0.205887062,0.146205467
1,0.058141205,0.053618226,0.000955291,0.000671923,0.158421755,0.000671923,0.000671923,0.05436168,0.011471144,0.019922806,0.053127832
1,0.068418227,0.218180448,0.04309186,0.000246653,0.127409279,0.000246653,0.000246653,0.091469293,0.016539808,0.037252247,0.058608105
1,0.331581861,0.320672125,0.032886922,0.057370871,0.130068913,0.032886922,0.032886922,0.174516138,0.037153407,0.140613218,0.103742054
1,0.789918303,0.61459291,0.925093174,0.621493697,0.539412737,0.925093174,0.925093174,0.698102164,0.878790028,0.778835058,0.841976766
1,0.009210519,0.046303883,0.000816127,0.004599893,0.126721874,0.000816127,0.000816127,0.037530459,0.009711405,0.004875513,0.048765064
1,0.586386263,0.598411918,0.981595397,0.994399846,0.199830234,0.994399846,0.994399846,0.672124732,0.848289429,0.854127169,0.893286817
1,0.615096331,0.85040015,0.989596784,0.60136044,0.780792415,0.989596784,0.989596784,0.767449224,0.935504605,0.735351185,0.804098077
1,0.909825265,0.114513353,0.940011263,0.97713691,0.397598267,0.97713691,0.97713691,0.667817011,0.842662072,0.942324479,0.934253838
1,0.4863379,0.43290019,0.900509775,0.900625825,0.440635949,0.900625825,0.43290019,0.632201928,0.789517466,0.762491167,0.828487699
1,0.204346418,0.293991357,0.015850866,0.836140394,0.301738411,0.015850866,0.015850866,0.330413489,0.155006078,0.35211256,0.291662236
1,0.729611278,0.805600524,0.859259963,0.987280428,0.820610523,0.987280428,0.987280428,0.840472543,0.967851891,0.858717223,0.895883819
1,0.154372528,0.642680526,0.998796701,0.949670672,0.801680624,0.998796701,0.998796701,0.70944021,0.890357901,0.700946634,0.769533648
1,0.332430243,0.834926128,0.559258401,0.943305671,0.820908189,0.943305671,0.943305671,0.698165727,0.878857717,0.611664772,0.661500614
1,0.034994956,0.213716656,0.000807182,0.005394687,0.14137353,0.000807182,0.000807182,0.079257402,0.01466633,0.013732275,0.05129005
1,0.952499628,0.882279813,0.998892128,0.99849236,0.832783341,0.998892128,0.998892128,0.932989454,0.987002231,0.983294706,0.947834979
1,0.961152256,0.792472303,0.28790915,0.753357887,0.563832998,0.961152256,0.961152256,0.671744919,0.847799984,0.667473098,0.732008838
1,0.690864265,0.104037397,0.124504067,0.336151898,0.12973921,0.104037397,0.104037397,0.277059367,0.097140696,0.383840077,0.332486681
1,0.126118317,0.143984154,0.010242586,0.064182997,0.093293905,0.010242586,0.010242586,0.087564392,0.015916474,0.066847967,0.069208462
1,0.948936582,0.575585186,0.970600963,0.999691129,0.828863204,0.999691129,0.999691129,0.864735413,0.974601885,0.973076224,0.944718952
1,0.771658838,0.464982688,0.9939394,0.128911689,0.21729672,0.9939394,0.128911689,0.515357867,0.538319379,0.631503309,0.687620835
1,0.382624358,0.537796021,0.996497989,0.106272258,0.204117611,0.106272258,0.106272258,0.445461647,0.366936128,0.495131535,0.492697821
1,0.592900217,0.180872053,0.399794877,0.420488417,0.169965371,0.169965371,0.169965371,0.352804187,0.18664517,0.47106117,0.456700485
1,0.931113064,0.716746807,0.995081306,0.99834764,0.377350718,0.99834764,0.99834764,0.803727907,0.954230139,0.974847337,0.945271315
1,0.553658128,0.399986655,0.981971204,0.99429214,0.341573805,0.99429214,0.99429214,0.654296386,0.823895171,0.843307157,0.886938422
1,0.068541721,0.064882025,0.006534434,0.593592286,0.136698961,0.006534434,0.006534434,0.174049885,0.036986974,0.22288948,0.159404829
1,0.648805261,0.769656956,0.941117525,0.198817164,0.173463181,0.941117525,0.941117525,0.546372017,0.613896333,0.59624665,0.640487325
1,0.215883657,0.15571633,0.02301508,0.006990222,0.085663185,0.006990222,0.006990222,0.097453695,0.01754194,0.081962986,0.075283788
1,0.158772603,0.817111671,0.041929524,0.564902604,0.291862816,0.041929524,0.041929524,0.374915843,0.222554494,0.255201577,0.187126516
1,0.748030126,0.312673658,0.116989695,0.053995892,0.355221868,0.053995892,0.053995892,0.317382248,0.138694269,0.306338571,0.238309769
1,0.532626569,0.684011459,0.936486304,0.084010862,0.439531118,0.936486304,0.936486304,0.535333262,0.587425498,0.517707912,0.526536909
1,0.414481193,0.269747257,0.002583174,0.000489159,0.112984456,0.000489159,0.000489159,0.160057048,0.032313298,0.139184508,0.102947711
1,0.780733407,0.503615201,0.99365294,0.131129161,0.183339655,0.99365294,0.99365294,0.518494073,0.546103848,0.635171836,0.692329164
1,0.081470959,0.083086915,0.002331044,0.000604802,0.135619983,0.000604802,0.000604802,0.060622741,0.012203275,0.028135602,0.055662004
1,0.476772994,0.105355851,0.976207554,0.99688822,0.198008537,0.99688822,0.105355851,0.550646631,0.623977731,0.816622923,0.869861817
1,0.018452352,0.234292135,0.003390408,0.009108897,0.121740989,0.003390408,0.003390408,0.077396956,0.014399886,0.010317219,0.05030212
1,0.126117781,0.230191872,0.001496782,0.000306845,0.162910774,0.000306845,0.000306845,0.104204811,0.018744143,0.042640469,0.06041748
1,0.008229331,0.06413319,0.000367197,7.86E-05,0.146241829,7.85599E-05,7.85599E-05,0.043810021,0.010334289,0.002891696,0.04821588
1,0.621939301,0.5501405,0.733640075,0.004813582,0.755560935,0.755560935,0.755560935,0.533218879,0.582291846,0.453464319,0.430646464
1,0.534698009,0.155366436,0.070311546,0.035464454,0.104302257,0.035464454,0.035464454,0.180028541,0.039176465,0.213491337,0.151993315
1,0.988781393,0.929014206,0.99891746,0.999938726,0.8277179,0.999938726,0.999938726,0.948873937,0.988890021,0.995879193,0.951444559
1,0.155915916,0.195043594,0.449487448,0.126695305,0.171694741,0.126695305,0.126695305,0.219767401,0.057198613,0.24403289,0.177146273
1,0.895256877,0.910817266,0.998808622,0.999964118,0.196147978,0.999964118,0.999964118,0.800198972,0.952663935,0.964676539,0.942027147
1,0.015009453,0.020415947,0.004752967,6.50E-05,0.119223163,6.50204E-05,6.50204E-05,0.03189331,0.009183992,0.006609147,0.049249844
1,0.204044744,0.194724306,0.001105014,0.002758343,0.108472049,0.001105014,0.001105014,0.102220891,0.018382708,0.069302701,0.070163287
